,Xc1,Yc1,Xc2,Yc2,Xc3,Yc3,Xc4,Yc4,Xc5,Yc5,Xc6,Yc6,Xc7,Yc7,Xc8,Yc8,Xc9,Yc9,Xc10,Yc10,Xc11,Yc11,Xc12,Yc12,Xc13,Yc13,Xc14,Yc14,Xc15,Yc15,Xc16,Yc16,label
6710,0,0,6,4,5,3,5,0,4,5,2,3,1,3,3,0,2,5,4,2,4,3,1,0,0,6,0,3,0,1,0,0,0
6711,0,0,6,6,6,0,0,0,0,0,3,3,1,2,1,2,0,0,3,2,3,1,0,0,0,0,1,3,0,0,0,0,5
6712,0,0,5,6,4,1,0,0,0,0,3,4,3,2,5,0,4,6,3,2,3,3,1,0,0,0,0,3,0,0,0,0,6
6713,0,0,6,6,5,3,5,0,0,0,3,4,3,3,1,0,0,0,4,3,2,1,0,0,1,6,1,2,1,0,0,0,8
6714,0,0,6,5,6,0,0,0,0,0,2,3,3,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,3,0,0,9
6715,0,0,5,5,5,3,5,0,5,5,2,2,0,1,3,1,2,5,3,1,5,4,2,1,0,6,0,3,0,1,0,0,0
6716,6,6,5,3,5,1,0,0,0,6,1,3,2,1,0,0,0,0,3,4,3,2,5,1,0,0,0,4,0,2,0,0,2
6717,0,0,6,6,5,3,5,0,0,0,3,4,2,3,0,0,0,0,3,2,2,2,0,0,0,0,0,3,0,0,0,0,0
6718,0,0,0,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,3,6,2,0,0,0,0,0,1,5,1,0,0,0,1
6719,0,0,6,6,5,3,6,0,5,6,3,2,2,4,3,0,3,5,3,1,3,3,0,0,0,6,0,3,0,1,0,0,0
6720,0,0,5,5,5,1,0,0,0,0,2,4,2,4,0,0,0,0,3,3,2,2,5,0,0,0,0,2,0,4,0,0,2
6721,0,0,0,0,5,0,0,0,0,0,5,6,2,0,0,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1
6722,0,0,0,0,5,3,5,0,5,6,3,3,0,1,2,0,1,6,2,0,4,4,1,0,0,0,0,3,0,1,0,0,0
6723,0,0,0,0,5,3,0,0,0,0,5,6,2,2,0,0,0,0,3,4,1,0,0,0,0,0,1,3,0,0,0,0,1
6724,0,0,5,4,5,1,6,0,0,0,2,4,2,2,0,0,0,0,3,5,2,1,0,0,0,0,1,4,0,0,0,0,8
6725,0,0,6,2,5,2,0,0,0,0,1,3,2,1,0,0,0,0,2,4,2,1,0,0,0,0,0,0,1,2,0,0,7
6726,0,0,0,0,5,3,5,0,0,0,3,3,1,3,3,0,3,5,3,2,2,2,0,0,0,5,0,2,0,0,0,0,0
6727,0,0,5,5,5,3,5,0,0,0,2,5,1,2,2,1,4,5,3,3,2,1,0,0,0,5,1,3,0,0,0,0,8
6728,0,0,4,5,4,0,0,0,0,0,3,4,4,2,6,0,0,0,2,4,2,2,0,0,0,0,0,5,0,0,0,0,6
6729,0,0,0,0,5,4,4,0,0,0,4,5,2,2,0,0,0,0,3,2,2,1,0,0,0,0,0,3,0,0,0,0,0
6730,0,0,6,3,6,0,0,0,0,0,2,2,2,2,0,0,0,0,1,3,2,3,0,0,0,0,0,0,1,3,0,0,9
6731,0,0,5,5,5,3,5,0,0,0,3,3,3,4,2,0,3,5,2,3,3,2,0,0,0,5,0,2,0,3,0,0,2
6732,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,0,5,5,3,3,2,2,2,1,0,0,0,0,0,0,0,0,2
6733,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,5,2,1,0,0,0,0,3,4,0,0,0,0,3
6734,0,0,0,0,5,3,0,0,0,0,3,3,2,3,4,0,4,5,3,1,3,3,0,0,0,5,0,2,0,0,0,0,0
6735,0,0,0,0,0,0,0,0,5,5,2,3,2,2,4,1,2,5,5,2,4,2,1,1,0,0,0,0,0,0,0,0,0
6736,0,0,5,5,5,2,5,0,0,0,1,5,3,3,0,0,0,0,4,4,1,1,0,0,1,4,0,1,0,0,0,0,3
6737,0,0,0,0,5,4,5,0,4,5,4,5,2,2,0,0,0,0,2,3,2,1,0,0,0,0,1,4,0,0,0,0,4
6738,0,0,0,0,5,5,5,0,4,5,3,0,3,3,5,0,1,5,2,3,2,2,0,1,0,0,0,6,1,0,0,0,4
6739,0,0,0,0,0,0,0,0,4,5,3,3,3,3,2,0,0,5,0,0,3,3,0,0,0,0,0,0,2,1,0,0,7
6740,0,0,0,0,0,0,0,0,5,6,3,3,3,3,1,0,0,6,3,3,2,1,0,0,0,0,2,4,0,0,0,0,7
6741,0,0,4,4,5,2,0,0,0,0,6,4,3,3,0,0,5,5,0,4,2,2,0,0,0,6,0,3,0,0,0,0,3
6742,0,0,0,0,5,4,5,0,0,0,5,5,2,2,0,0,0,0,3,4,0,0,0,0,0,0,1,2,0,0,0,0,1
6743,0,0,0,0,0,0,0,0,0,6,1,2,2,3,2,0,0,0,5,6,3,2,0,0,0,0,2,4,0,0,0,0,7
6744,0,0,0,0,5,4,4,0,0,0,5,6,2,2,0,0,0,0,3,4,1,0,0,0,0,0,0,3,0,0,0,0,1
6745,0,0,0,0,5,1,0,0,0,0,4,5,2,1,0,0,0,0,3,5,2,0,0,0,0,0,1,5,1,0,0,0,1
6746,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,0,0,0,2,4,2,2,2,0,0,0,2,4,0,0,0,0,7
6747,0,0,4,5,3,0,0,0,0,0,3,3,5,5,6,0,0,0,2,3,3,3,1,0,0,0,0,6,0,1,0,0,6
6748,0,0,0,0,5,2,0,0,0,0,5,5,2,1,0,0,0,0,3,5,1,0,0,0,0,0,1,5,2,0,0,0,1
6749,0,0,0,0,5,3,0,0,0,0,5,5,2,1,0,0,0,0,3,4,0,0,0,0,0,0,1,3,0,0,0,0,1
6750,0,0,5,4,5,1,0,0,2,6,2,3,3,1,0,0,0,0,3,3,2,4,4,0,0,0,1,4,1,2,0,0,3
6751,0,0,6,5,5,2,6,0,0,0,3,3,1,2,0,0,0,0,1,3,2,2,0,0,0,0,1,5,0,0,0,0,5
6752,0,0,0,0,5,5,4,0,0,0,4,4,3,3,0,0,0,0,3,3,2,1,0,0,0,0,0,3,0,0,0,0,4
6753,0,0,0,0,6,5,6,1,3,5,3,2,1,2,0,1,0,5,1,3,4,1,0,0,0,0,2,5,1,2,0,0,5
6754,0,0,4,5,5,0,0,0,0,0,0,5,2,2,0,0,0,0,2,3,2,2,3,0,0,0,0,4,0,0,0,0,2
6755,0,0,5,3,6,1,0,0,0,0,2,4,3,2,0,0,0,0,1,3,2,3,0,0,0,0,1,3,0,1,0,0,3
6756,0,0,0,0,5,2,0,0,0,0,4,4,2,2,0,0,1,6,1,3,2,2,1,0,0,0,0,0,1,1,0,0,4
6757,0,0,0,0,0,0,0,0,1,5,2,3,2,2,0,0,0,0,3,3,2,2,3,0,0,0,2,5,2,0,0,0,7
6758,0,0,5,4,5,2,0,0,0,0,3,2,3,3,2,0,0,0,2,4,2,1,0,0,0,0,1,3,1,1,0,0,8
6759,0,0,0,0,0,0,0,0,0,0,2,4,3,3,1,0,0,0,4,4,1,1,0,0,3,5,0,0,0,0,0,0,7
6760,0,0,0,0,5,2,0,0,0,0,6,6,2,1,0,0,0,0,3,5,1,0,0,0,0,0,0,3,0,0,0,0,1
6761,0,0,5,5,3,1,0,0,0,0,3,4,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,5,0,1,0,0,6
6762,0,0,6,6,6,2,6,1,0,0,3,4,2,3,0,0,0,0,3,4,2,1,0,0,0,0,2,2,1,0,0,0,8
6763,0,0,6,6,6,1,0,0,0,0,3,4,2,2,0,0,0,0,3,4,2,1,0,0,0,0,1,3,0,0,0,0,7
6764,0,0,0,0,5,4,0,0,5,6,3,1,2,3,0,0,0,6,1,3,2,1,1,0,0,0,0,6,0,0,0,0,4
6765,0,0,4,1,0,0,0,0,4,6,2,0,5,3,5,0,0,6,3,3,3,2,2,0,0,0,0,5,0,0,0,0,6
6766,0,0,6,6,5,3,5,1,0,0,3,3,0,1,0,1,5,6,2,3,3,1,0,0,0,6,1,3,1,1,0,0,5
6767,0,0,6,6,6,0,0,0,6,6,3,3,1,2,3,1,2,5,3,2,4,3,1,1,0,6,0,2,0,1,0,0,0
6768,0,0,5,4,5,2,0,0,0,0,3,4,3,2,0,0,5,6,2,3,3,3,1,0,0,6,0,3,0,1,0,0,3
6769,0,0,0,0,5,1,0,0,0,0,5,6,3,0,0,0,0,0,3,5,1,0,0,0,0,0,0,5,1,0,0,0,1
6770,0,0,5,6,5,0,0,0,0,0,4,6,2,0,0,0,0,0,3,5,2,0,0,0,0,0,1,4,0,0,0,0,1
6771,0,0,5,4,5,0,0,0,0,0,0,2,3,2,0,0,0,0,0,4,3,2,0,0,0,0,1,4,0,1,0,0,3
6772,0,0,5,5,5,0,0,0,0,0,2,5,3,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,1,0,0,1
6773,0,0,0,0,5,3,0,0,0,0,5,5,2,1,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1
6774,0,0,0,0,0,0,0,0,3,5,2,3,3,3,0,0,0,0,5,5,2,2,0,0,0,0,2,5,0,0,0,0,7
6775,0,0,0,0,6,3,6,0,2,6,1,2,2,3,1,0,3,3,0,0,2,2,0,0,2,4,2,3,1,1,0,0,3
6776,0,0,6,4,6,1,0,0,0,0,1,3,2,3,0,0,0,0,5,5,2,1,0,0,0,0,1,3,0,0,0,0,7
6777,0,0,5,4,5,1,0,0,0,0,2,4,3,2,2,0,0,0,2,3,2,2,0,0,0,0,1,3,1,0,0,0,8
6778,0,0,0,0,0,0,0,0,1,4,2,3,4,2,6,0,0,0,0,0,3,4,1,0,0,0,0,0,2,2,0,0,7
6779,0,0,6,3,0,0,0,0,5,6,2,1,3,5,1,0,0,6,0,3,2,2,0,0,0,0,0,0,1,1,0,0,4
6780,0,0,0,0,5,2,0,0,0,0,5,5,2,1,0,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1
6781,0,0,5,2,0,0,0,0,0,0,3,3,3,1,0,0,0,0,1,3,3,2,4,0,0,0,0,0,1,3,0,0,4
6782,0,0,4,4,4,2,0,0,0,0,0,2,3,3,0,0,0,0,4,3,3,2,4,1,0,6,0,2,0,1,0,0,2
6783,0,0,5,6,4,3,5,0,0,0,0,6,2,4,1,0,5,6,3,3,2,2,0,0,0,6,0,1,0,0,0,0,2
6784,0,0,0,0,0,0,0,0,1,4,2,3,3,1,0,0,0,0,1,5,2,2,3,0,0,0,0,6,0,3,0,0,3
6785,0,0,5,5,5,0,0,0,0,0,2,5,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2,0,0,1
6786,0,0,0,0,0,0,0,0,5,5,3,3,3,2,2,0,0,5,2,2,2,2,0,0,0,0,2,3,0,0,0,0,7
6787,0,0,0,0,5,4,5,0,0,0,4,5,2,2,1,0,5,6,3,3,2,0,0,0,0,6,1,3,0,0,0,0,8
6788,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,1,5,5,2,4,2,0,0,0,0,5,0,1,0,0,0,0,5
6789,0,0,0,0,5,5,5,0,0,0,3,4,2,2,0,0,0,0,2,4,3,0,0,0,0,0,1,3,0,0,0,0,8
6790,0,0,0,0,6,4,0,0,0,0,4,3,1,3,2,0,3,4,0,1,4,4,0,0,0,3,1,5,0,1,0,0,0
6791,0,0,5,6,5,0,0,0,0,0,3,6,2,0,0,0,0,0,2,6,3,0,0,0,0,0,0,6,0,0,0,0,1
6792,6,6,5,1,4,3,6,0,3,5,3,1,1,5,3,0,0,6,3,2,5,3,2,1,0,0,0,4,0,2,0,0,0
6793,0,0,0,0,0,0,5,1,4,5,3,0,4,5,1,0,0,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0,4
6794,0,0,5,4,5,1,0,0,0,0,2,2,4,4,4,0,0,0,3,4,2,2,0,0,0,0,0,5,1,1,0,0,8
6795,0,0,5,4,5,1,0,0,0,0,3,2,2,2,0,0,0,0,3,5,2,2,0,0,0,0,1,4,1,1,0,0,8
6796,0,0,0,0,0,0,0,0,4,4,2,2,3,3,3,0,0,4,0,0,3,3,0,0,0,0,2,5,2,0,0,0,7
6797,0,0,0,0,6,0,0,0,5,5,2,2,1,2,4,0,1,5,4,2,3,3,3,1,0,0,0,0,0,0,0,2,9
6798,0,0,0,0,0,0,0,0,4,6,3,3,3,2,0,0,0,0,0,3,2,1,3,0,0,0,3,5,1,0,0,0,9
6799,5,5,4,3,5,1,0,0,0,5,5,3,3,4,0,0,3,5,3,3,2,3,5,0,0,5,0,1,0,5,0,0,2
6800,0,0,0,0,0,0,0,0,5,6,3,3,2,3,2,0,0,0,0,3,2,2,0,0,0,0,3,5,1,0,0,0,9
6801,0,0,6,6,5,3,0,0,0,0,3,5,3,1,0,0,0,0,3,4,2,0,0,0,0,0,1,4,0,0,0,0,8
6802,0,0,6,6,6,1,0,0,0,0,3,3,2,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,2,2,0,0,9
6803,0,0,3,2,4,3,0,0,0,0,4,5,1,0,0,0,0,0,3,4,5,0,0,0,0,0,0,5,0,0,0,0,6
6804,0,0,6,3,0,0,0,0,0,0,2,2,4,3,5,2,0,0,2,2,2,2,0,0,0,0,0,0,0,3,0,0,4
6805,0,0,0,0,6,2,0,0,0,0,3,4,2,3,5,0,0,0,3,3,2,2,0,0,0,0,0,0,1,1,0,0,9
6806,0,0,0,0,5,3,0,0,0,0,5,5,2,1,0,0,0,0,3,5,2,0,0,0,0,0,0,4,0,0,0,0,1
6807,0,0,0,0,5,2,0,0,4,4,5,2,3,3,5,0,0,4,1,3,2,3,2,0,0,0,0,0,0,5,0,0,4
6808,0,0,6,5,5,2,6,2,0,0,3,4,0,2,0,1,0,0,2,5,3,0,0,0,1,6,1,3,0,0,0,0,5
6809,0,0,0,0,5,0,0,0,0,0,4,5,2,0,0,0,0,0,2,5,3,0,0,0,0,0,1,5,1,0,0,0,1
6810,0,0,3,4,4,1,0,0,0,0,4,4,1,0,0,0,0,0,2,4,3,2,0,0,0,0,0,4,0,1,0,0,3
6811,0,0,4,4,0,0,0,0,0,0,3,3,5,4,5,0,0,0,2,4,3,2,1,0,0,0,0,6,0,0,0,0,6
6812,0,0,5,5,5,2,0,0,2,6,1,3,2,2,0,0,0,0,1,3,2,3,0,0,2,4,2,4,1,1,0,0,3
6813,0,0,5,5,5,2,0,0,0,0,3,3,2,2,0,0,0,0,2,3,3,1,0,0,0,0,1,3,0,0,0,0,8
6814,0,0,4,5,2,0,0,0,0,0,2,3,5,4,5,0,0,0,3,3,3,2,1,0,0,0,0,5,0,1,0,0,6
6815,0,0,6,6,5,3,4,1,0,0,3,3,3,1,0,0,5,5,5,1,3,2,6,0,0,5,0,2,0,0,0,0,5
6816,0,0,5,4,5,0,0,0,0,0,4,3,3,1,0,0,0,0,3,1,3,3,0,0,0,0,1,3,0,1,0,0,3
6817,0,0,0,0,0,0,0,0,0,0,3,2,2,3,1,0,0,0,2,3,2,1,0,0,0,0,2,4,0,0,0,0,9
6818,0,0,5,5,5,2,0,0,5,6,2,2,2,5,4,0,0,0,3,1,3,5,1,0,0,0,1,4,1,1,0,0,0
6819,0,0,5,5,4,1,0,0,4,5,1,2,5,3,4,1,1,5,3,3,4,2,2,1,0,0,0,0,0,0,0,0,6
6820,0,0,0,0,4,2,0,0,0,0,5,6,3,1,0,0,0,0,4,5,1,0,0,0,0,0,0,5,1,0,0,0,1
6821,0,0,4,4,4,1,0,0,0,0,4,4,3,2,0,0,6,6,0,4,3,3,0,0,0,6,1,2,0,0,0,0,3
6822,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,0,7
6823,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,5,5,3,2,2,1,0,0,0,5,0,2,0,0,0,0,5
6824,0,0,5,5,3,0,0,0,0,0,2,5,0,0,0,0,0,0,3,4,3,3,2,0,0,0,0,5,0,1,0,0,6
6825,0,0,5,4,5,1,0,0,0,0,1,2,2,2,0,0,5,6,4,3,3,2,4,1,0,6,0,1,0,4,0,0,2
6826,5,5,5,3,5,1,0,0,0,5,1,2,2,2,0,0,0,0,3,3,4,3,4,1,0,0,0,3,0,1,0,0,2
6827,0,0,5,5,5,2,5,1,0,0,3,3,3,1,0,1,6,5,0,2,2,3,0,0,0,5,1,3,0,1,0,0,5
6828,0,0,6,6,4,2,0,0,0,0,3,3,3,2,6,0,2,5,3,2,2,2,1,0,0,0,0,4,0,2,0,0,6
6829,0,0,5,5,5,2,6,0,0,0,3,3,0,2,2,1,3,6,2,0,5,5,2,1,0,6,1,2,0,2,0,0,0
6830,0,0,5,1,5,4,5,0,0,0,4,3,2,3,2,0,4,5,3,2,2,2,0,0,0,5,0,2,0,0,0,0,0
6831,0,0,5,5,5,2,0,0,0,0,3,4,5,0,0,0,0,0,3,3,2,2,0,0,0,0,1,4,0,0,0,0,5
6832,0,0,5,3,5,1,0,0,0,0,1,4,3,1,0,0,5,6,5,0,3,3,0,0,0,6,0,3,0,1,0,0,3
6833,0,0,6,6,4,2,0,0,0,0,3,4,0,1,0,0,0,0,3,4,3,2,0,0,0,0,0,5,0,0,0,0,6
6834,0,0,6,5,5,5,5,0,6,6,3,3,3,3,3,1,0,6,2,3,1,2,0,1,0,0,0,3,0,0,0,0,4
6835,0,0,0,0,5,4,5,0,0,0,5,6,2,2,0,0,0,0,3,4,1,0,0,0,0,0,0,2,0,0,0,0,1
6836,0,0,5,5,5,2,5,0,0,0,3,3,4,0,0,0,0,0,2,2,2,3,0,0,0,0,1,4,1,1,0,0,5
6837,0,0,0,0,0,0,0,0,3,5,2,2,2,3,3,0,0,0,0,0,3,2,0,0,0,0,3,5,1,0,0,0,7
6838,0,0,6,6,6,3,6,0,5,6,2,2,3,3,2,0,0,6,2,3,1,1,0,0,3,6,1,2,0,0,0,0,9
6839,0,0,0,0,5,2,0,0,0,0,5,6,2,1,0,0,0,0,3,5,1,0,0,0,0,0,0,4,0,0,0,0,1
6840,0,0,6,5,5,2,0,0,0,0,2,4,2,3,3,0,5,5,3,3,1,2,0,0,1,5,1,1,0,0,0,0,8
6841,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,0,0,0,5,5,2,2,0,0,4,6,2,2,0,0,0,0,7
6842,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,0,0,0,5,5,2,1,0,0,0,0,2,4,0,0,0,0,7
6843,0,0,0,0,0,0,5,1,0,0,3,3,3,4,1,0,2,5,2,3,1,1,0,0,0,0,0,3,0,0,0,0,4
6844,0,0,4,5,3,0,0,0,0,0,2,2,5,3,5,0,0,0,2,4,4,2,2,0,0,0,0,5,0,1,0,0,6
6845,0,0,0,0,4,2,0,0,0,0,3,4,3,2,5,0,0,0,3,3,2,2,1,0,0,0,0,4,0,0,0,0,6
6846,0,0,5,5,5,1,0,0,0,0,3,3,2,2,0,0,0,0,2,4,2,1,0,0,0,0,1,4,1,1,0,0,8
6847,0,0,5,5,4,1,0,0,0,0,2,3,5,1,0,0,0,0,2,4,3,2,2,0,0,0,0,5,0,1,0,0,6
6848,0,0,6,5,6,0,0,0,0,0,2,2,2,3,0,0,0,0,2,3,2,2,0,0,0,0,0,0,1,2,0,0,9
6849,0,0,5,4,0,0,0,0,6,6,3,3,4,3,4,0,0,6,0,2,2,2,0,0,0,0,0,0,1,1,0,0,4
6850,0,0,5,5,5,2,0,0,0,0,3,2,2,3,0,0,0,0,2,4,3,2,0,0,0,0,1,4,1,2,0,0,8
6851,0,0,5,4,6,4,0,0,0,0,3,3,3,3,0,0,0,0,0,3,2,1,0,0,0,0,2,6,1,0,0,0,4
6852,0,0,5,4,5,1,0,0,4,5,2,1,2,4,4,0,2,5,4,0,4,5,2,0,0,0,0,3,0,2,0,0,0
6853,0,0,0,0,5,3,5,0,0,0,2,5,2,3,2,0,4,4,3,2,2,2,2,0,0,4,0,1,0,0,0,0,2
6854,0,0,6,6,5,3,5,0,0,0,3,5,3,1,0,0,0,0,0,4,3,2,0,0,1,6,1,3,0,0,0,0,5
6855,0,0,0,0,5,2,5,0,0,0,2,5,2,3,1,0,5,5,4,3,3,1,0,0,0,4,0,1,0,2,0,0,2
6856,0,0,6,3,6,1,0,0,0,0,2,3,2,3,2,1,5,6,2,2,2,2,0,0,0,6,1,2,1,1,0,0,8
6857,0,0,0,0,0,0,5,0,0,0,3,3,3,5,1,0,2,6,2,2,2,2,0,0,0,0,0,0,1,1,0,0,4
6858,0,0,5,3,5,2,0,0,0,0,2,4,2,2,0,0,0,0,1,4,2,2,0,0,1,6,1,2,0,0,0,0,3
6859,0,0,6,0,6,3,0,0,4,6,2,0,3,3,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,2,0,0,4
6860,0,0,0,0,4,3,3,0,6,6,6,1,2,1,0,0,0,6,3,2,2,1,0,0,0,0,0,4,0,0,0,0,5
6861,0,0,5,5,5,0,0,0,0,0,2,4,3,1,0,0,0,0,2,5,3,1,0,0,0,0,0,5,0,2,0,0,1
6862,0,0,6,6,6,2,0,0,0,0,3,3,2,4,1,0,3,6,3,1,2,2,0,0,0,0,2,5,0,0,0,0,9
6863,0,0,0,0,5,2,0,0,0,0,4,4,2,1,0,0,2,6,2,3,2,1,0,0,0,0,1,6,1,0,0,0,4
6864,0,0,0,0,6,5,0,0,0,0,3,3,3,3,0,0,0,0,0,3,2,1,0,0,0,0,2,5,1,0,0,0,4
6865,0,0,0,0,5,3,0,0,0,0,5,6,2,2,0,0,0,0,3,5,1,0,0,0,0,0,0,4,0,0,0,0,1
6866,0,0,6,4,6,1,0,0,1,6,2,3,3,2,0,0,0,0,3,5,1,1,6,1,3,6,2,2,2,5,1,0,9
6867,0,0,5,3,5,1,0,0,0,0,3,3,1,1,0,0,0,0,0,4,3,3,0,0,0,0,2,3,1,2,0,0,3
6868,0,0,5,5,5,0,0,0,0,0,2,5,2,0,0,0,0,0,2,5,3,0,0,0,0,0,0,6,1,1,0,0,1
6869,0,0,5,5,5,2,0,0,0,0,2,5,3,3,1,0,5,6,2,2,2,1,0,0,0,6,1,3,1,0,0,0,8
6870,0,0,5,5,5,2,5,0,6,6,3,3,2,5,3,0,3,5,2,0,3,4,0,0,0,5,1,3,0,0,0,0,0
6871,0,0,0,0,6,0,0,0,0,0,4,4,3,3,2,1,3,5,2,2,2,2,1,0,0,0,0,0,0,0,0,0,4
6872,5,6,5,0,0,0,6,1,0,6,1,3,2,2,0,0,5,4,1,5,2,3,3,0,0,5,1,3,0,1,0,0,3
6873,0,0,5,5,5,2,0,0,0,0,3,3,3,3,2,0,0,0,2,4,2,0,0,0,0,0,1,3,1,0,0,0,8
6874,0,0,0,0,0,0,0,0,4,6,3,3,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,2,0,0,7
6875,0,0,0,0,5,5,5,0,5,5,3,2,3,3,0,0,0,5,1,3,2,2,1,0,0,0,1,5,0,0,0,0,4
6876,0,0,5,6,4,1,0,0,0,0,3,4,4,2,5,0,0,0,3,1,3,3,0,0,0,0,0,2,0,0,0,0,6
6877,0,0,6,6,4,2,0,0,0,0,4,5,1,0,0,0,0,0,3,4,3,2,0,0,0,0,0,5,0,0,0,0,6
6878,0,0,0,0,5,3,0,0,0,0,5,5,2,2,0,0,0,0,3,4,1,0,0,0,0,0,0,3,0,0,0,0,1
6879,0,0,0,0,0,0,0,0,5,5,2,2,2,2,0,0,0,5,1,2,2,3,0,0,0,0,0,0,2,4,4,0,9
6880,0,0,5,5,5,0,0,0,0,0,3,5,3,1,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,1,0,0,4
6881,0,0,5,3,5,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,2,4,4,0,0,0,0,5,0,2,0,0,5
6882,0,0,0,0,5,5,5,0,4,6,3,0,3,4,0,0,0,6,2,3,2,2,2,0,0,0,1,5,0,0,0,0,4
6883,0,0,0,0,5,4,5,0,3,4,3,3,2,2,0,0,1,5,1,2,2,1,0,0,0,0,2,5,1,0,0,0,9
6884,0,0,5,5,5,2,5,0,0,0,2,5,3,3,0,0,0,0,2,4,2,1,0,0,0,4,0,2,0,0,0,0,3
6885,0,0,0,0,6,1,0,0,0,0,4,3,2,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,1,0,0,4
6886,6,5,5,3,5,0,0,0,0,5,3,4,3,1,0,0,0,0,5,4,1,4,3,0,0,0,1,4,1,3,0,0,3
6887,0,0,0,0,0,0,0,0,0,0,3,4,3,2,0,0,0,0,0,4,2,1,0,0,0,0,2,5,1,0,0,0,9
6888,0,0,0,0,0,0,0,0,1,5,1,2,2,2,0,0,0,0,2,4,2,2,2,0,0,0,3,4,0,0,0,0,7
6889,0,0,5,5,5,0,0,0,0,0,2,5,3,0,0,0,2,1,2,5,3,0,0,0,0,0,0,6,0,0,0,0,1
6890,0,0,0,0,0,0,0,0,2,6,2,2,2,3,1,0,0,0,0,1,2,2,0,0,0,0,2,6,2,1,0,0,7
6891,0,0,5,3,5,2,0,0,0,0,4,3,3,2,0,0,0,0,0,1,3,4,2,0,1,6,1,2,0,1,0,0,3
6892,6,6,6,3,6,3,6,1,2,5,2,2,2,2,0,0,0,0,0,6,2,4,4,0,0,0,2,3,2,3,0,0,5
6893,0,0,5,6,5,0,0,0,0,0,3,3,3,4,2,0,1,5,1,2,2,3,0,0,0,0,0,0,1,2,0,0,4
6894,0,0,5,5,3,3,5,0,0,0,0,3,3,5,1,0,5,5,4,3,1,2,1,0,0,5,0,1,0,0,0,0,2
6895,0,0,6,4,6,0,0,0,4,6,2,1,3,1,0,0,0,6,1,3,2,3,5,0,0,0,0,0,1,5,2,0,9
6896,0,0,0,0,0,0,0,0,2,5,1,2,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,7
6897,0,0,5,4,5,1,0,0,2,6,3,2,3,1,0,0,0,0,2,3,3,4,5,0,0,0,0,5,1,2,0,0,5
6898,0,0,6,5,5,1,0,0,5,5,3,3,1,2,4,0,2,4,4,2,4,3,1,0,0,6,0,3,0,1,0,0,0
6899,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,1,2,3,2,0,0,0,0,0,0,2,2,0,0,7
6900,0,0,5,4,5,3,0,0,0,0,2,3,3,2,0,0,0,0,3,3,2,1,0,0,0,0,1,3,0,0,0,0,8
6901,0,0,6,2,6,0,0,0,0,0,0,3,2,2,0,0,0,0,5,5,2,1,0,0,0,0,2,4,1,0,0,0,7
6902,0,0,5,4,5,1,0,0,3,5,0,2,1,3,4,0,1,5,4,2,5,3,2,0,0,0,0,4,0,2,0,0,0
6903,0,0,6,2,5,5,5,0,5,6,3,2,4,4,0,0,2,5,1,1,2,3,0,0,0,0,0,0,1,2,0,0,4
6904,0,0,0,0,6,1,0,0,5,6,3,3,2,3,3,0,1,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0,9
6905,0,0,6,5,5,3,5,1,0,0,3,3,3,1,0,1,0,0,0,4,2,2,0,0,0,0,1,2,0,1,0,0,5
6906,0,0,5,3,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,1
6907,0,0,0,0,4,2,0,0,0,0,4,5,1,0,0,0,0,0,2,4,2,2,0,0,0,0,0,5,0,1,0,0,6
6908,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,1,3,2,1,0,0,0,0,2,5,1,0,0,0,9
6909,0,0,5,4,5,0,0,0,0,0,1,3,3,1,5,0,3,5,2,3,3,3,1,1,0,0,0,0,0,0,0,0,2
